GS,GWlb,GW
502.9,300539.31,134.1697642
502.9,300536.91,134.1686927
502.8,300534.53,134.1676302
502.77,300532.13,134.1665588
502.7,300529.72,134.1654829
502.66,300527.31,134.164407
502.66,300524.91,134.1633356
502.67,300522.5,134.1622597
502.64,300519.81,134.1610588
502.57,300517.75,134.1601391
502.51,300515.38,134.1590811
502.45,300513,134.1580186
502.44,300510.63,134.1569606
502.39,300508.25,134.155898
502.31,300505.88,134.15484
502.25,300503.53,134.1537909
502.17,300501.16,134.1527329
502.17,300498.72,134.1516436
502.13,300496.09,134.1504695
502.09,300494,134.1495364
502.02,300491.59,134.1484605
502,300489.19,134.1473891
501.98,300486.81,134.1463266
501.95,300484.41,134.1452552
501.93,300482,134.1441793
501.91,300479.63,134.1431212
501.9,300479.63,134.1431212
501.89,300476.66,134.1417953
501.88,300474.28,134.1407328
501.88,300471.88,134.1396614
501.85,300469.44,134.1385721
501.86,300467.03,134.1374962
501.87,300464.59,134.1364069
501.87,300461.94,134.1352239
501.87,300459.69,134.1342194
501.86,300457.34,134.1331703
501.83,300454.53,134.1319158
501.81,300452.47,134.1309962
501.8,300450.03,134.1299069
501.83,300447.56,134.1288042
501.78,300445.13,134.1277194
501.78,300442.66,134.1266167
501.78,300440.19,134.125514
501.78,300437.47,134.1242997
501.81,300435.22,134.1232953
501.8,300432.75,134.1221926
501.75,300429.91,134.1209247
501.75,300427.34,134.1197774
501.75,300424.84,134.1186613
501.75,300422.34,134.1175452
501.73,300419.88,134.116447
501.76,300417.38,134.115331
501.72,300414.94,134.1142417
501.7,300412.5,134.1131524
501.69,300410.06,134.1120631
501.68,300407.59,134.1109604
501.68,300404.72,134.1096791
501.63,300402.06,134.1084916
501.62,300399.97,134.1075586
501.63,300397.59,134.1064961
501.61,300395.22,134.1054381
501.63,300392.81,134.1043622
501.61,300390.44,134.1033041
501.58,300388.03,134.1022282
501.56,300385.66,134.1011702
501.56,300383.25,134.1000943
501.55,300380.78,134.0989916
501.53,300378.44,134.097947
501.53,300376.03,134.0968711
501.52,300373.59,134.0957818
501.51,300371.16,134.094697
501.49,300368.72,134.0936077
501.48,300366.31,134.0925318
501.5,300363.88,134.0914469
501.5,300361.44,134.0903577
501.51,300358.97,134.089255
501.52,300356.44,134.0881255
501.53,300354.06,134.087063
501.58,300351.59,134.0859603
501.6,300349.13,134.0848621
501.66,300346.63,134.083746
501.66,300344.13,134.08263
501.7,300341.63,134.0815139
501.77,300339.09,134.0803799
501.88,300336.56,134.0792505
501.97,300333.94,134.0780808
502.08,300330.97,134.0767549
502.14,300328.28,134.075554
502.2,300325.5,134.074313
502.22,300323.25,134.0733085
502.32,300320.63,134.0721389
502.31,300318,134.0709647
502.4,300315.41,134.0698085
502.44,300312.78,134.0686344
502.53,300310.19,134.0674781
502.59,300307.56,134.066304
502.71,300305,134.0651612
502.71,300302.31,134.0639603
502.84,300299.5,134.0627058
502.88,300297.25,134.0617013
502.95,300294.69,134.0605585
502.98,300292.13,134.0594156
502.99,300289.56,134.0582683
503.05,300287,134.0571254
503.13,300284.47,134.0559959
503.16,300281.91,134.0548531
503.23,300279.38,134.0537236
503.26,300276.78,134.0525629
503.27,300274,134.0513218
503.32,300271.81,134.0503441
503.34,300269.28,134.0492147
503.39,300266.75,134.0480852
503.47,300264.25,134.0469691
503.47,300261.72,134.0458397
503.49,300259.22,134.0447236
503.51,300256.72,134.0436075
503.51,300254.22,134.0424914
503.54,300251.72,134.0413754
503.52,300249.16,134.0402325
503.57,300246.38,134.0389914
503.6,300244.22,134.0380271
503.6,300241.72,134.0369111
503.64,300239.22,134.035795
503.67,300236.75,134.0346923
503.7,300234.25,134.0335762
503.7,300231.75,134.0324602
503.71,300229.19,134.0313173
503.73,300226.72,134.0302146
503.76,300223.97,134.0289869
503.76,300221.81,134.0280226
503.78,300219.31,134.0269066
503.78,300216.81,134.0257905
503.81,300214.28,134.024661
503.83,300211.78,134.0235449
503.84,300209.25,134.0224155
503.86,300206.75,134.0212994
503.9,300204.25,134.0201833
503.91,300201.59,134.0189958
504.01,300198.88,134.017786
504.06,300196.66,134.0167949
504.12,300194.16,134.0156788
504.15,300191.59,134.0145315
504.18,300189.06,134.0134021
504.23,300186.5,134.0122592
504.31,300183.88,134.0110895
504.31,300181.06,134.0098306
504.38,300178.44,134.008661
504.45,300176.25,134.0076833
504.54,300173.66,134.006527
504.6,300171.09,134.0053797
504.7,300168.5,134.0042235
504.79,300165.94,134.0030806
504.89,300163.38,134.0019377
504.92,300160.78,134.000777
504.99,300158.22,133.9996342
505.06,300155.56,133.9984467
505.19,300152.75,133.9971922
505.25,300150.47,133.9961743
505.33,300147.91,133.9950315
505.41,300145.34,133.9938841
505.57,300142.75,133.9927279
505.57,300140.16,133.9915716
505.67,300137.59,133.9904243
505.76,300135.03,133.9892814
505.83,300132.47,133.9881386
505.88,300129.81,133.9869511
506.01,300127.22,133.9857948
506.05,300124.72,133.9846787
506.17,300122.13,133.9835225
506.22,300119.53,133.9823618
506.32,300116.94,133.9812055
506.36,300114.31,133.9800314
506.39,300111.72,133.9788752
506.43,300109.13,133.9777189
506.54,300106.5,133.9765448
506.59,300103.91,133.9753885
506.79,300100.78,133.9739912
506.79,300098.19,133.972835
506.9,300095.56,133.9716609
506.99,300092.94,133.9704912
507.06,300090.09,133.9692189
507.13,300087.88,133.9682323
507.2,300085.31,133.9670849
507.3,300082.75,133.9659421
507.4,300080.19,133.9647992
507.48,300077.63,133.9636564
507.58,300075.06,133.962509
507.65,300072.5,133.9613662
507.74,300069.94,133.9602233
507.81,300067.31,133.9590492
507.94,300064.56,133.9578215
508.07,300062.28,133.9568037
508.23,300059.72,133.9556608
508.23,300057.16,133.9545179
508.33,300054.59,133.9533706
508.38,300052,133.9522144
508.47,300049.44,133.9510715
508.55,300046.88,133.9499286
508.68,300044.31,133.9487813
508.75,300041.66,133.9475983
508.86,300038.84,133.9463393
508.96,300036.56,133.9453215
509.04,300034,133.9441786
509.11,300031.44,133.9430358
509.21,300028.88,133.9418929
509.29,300026.31,133.9407456
509.39,300023.75,133.9396027
509.47,300021.19,133.9384599
509.59,300018.66,133.9373304
509.59,300016.03,133.9361563
509.61,300013.22,133.9349018
509.66,300011,133.9339107
509.73,300008.47,133.9327813
509.79,300005.91,133.9316384
509.84,300003.38,133.9305089
509.9,300000.84,133.929375
509.96,300000.84,133.929375
509.96,299997.75,133.9279955
509.99,299995.22,133.9268661
509.99,299992.66,133.9257232
510,299990.13,133.9245937
510.04,299987.59,133.9234598
510.08,299985.03,133.9223169
510.12,299982.22,133.9210625
510.19,299979.94,133.9200446
510.19,299977.38,133.9189018
510.23,299974.41,133.9175759
510.27,299971.78,133.9164017
510.32,299969.22,133.9152589
510.36,299966.66,133.914116
510.44,299964.09,133.9129687
510.48,299961.5,133.9118124
510.53,299958.94,133.9106696
510.58,299956.38,133.9095267
510.63,299953.81,133.9083794
510.61,299951.19,133.9072098
510.63,299948.16,133.9058571
510.64,299945.38,133.904616
510.7,299943.16,133.9036249
510.74,299940.66,133.9025088
510.8,299938.09,133.9013615
510.8,299935.69,133.9002901
510.82,299933.19,133.899174
510.85,299930.66,133.8980445
510.85,299928.22,133.8969553
510.87,299925.75,133.8958526
510.88,299923.16,133.8946963
510.92,299920.47,133.8934954
510.91,299918.28,133.8925177
510.88,299915.75,133.8913883
510.91,299913.25,133.8902722
510.93,299910.72,133.8891427
510.93,299908.19,133.8880133
510.93,299905.66,133.8868838
511.02,299903.09,133.8857365
511.02,299900.56,133.884607
511.07,299897.5,133.8832409
511.07,299894.88,133.8820713
511.08,299892.06,133.8808123
511.09,299889.84,133.8798213
511.1,299887.34,133.8787052
511.1,299884.75,133.8775489
511.12,299882.31,133.8764597
511.14,299879.81,133.8753436
511.15,299877.25,133.8742007
511.18,299874.81,133.8731114
511.2,299872.34,133.8720087
511.22,299869.78,133.8708659
511.2,299867.06,133.8696516
511.2,299864.91,133.8686918
511.17,299862.44,133.8675891
511.18,299859.94,133.866473
511.17,299857.47,133.8653703
511.17,299855,133.8642677
511.13,299852.53,133.863165
511.1,299850.06,133.8620623
511.09,299847.56,133.8609462
511.09,299845.03,133.8598167
511.08,299842.34,133.8586158
511.08,299840.19,133.857656
511.08,299837.72,133.8565533
511.05,299835.25,133.8554507
511.01,299832.75,133.8543346
511.01,299830.25,133.8532185
511,299827.75,133.8521024
511.03,299825.25,133.8509864
511.01,299822.72,133.8498569
511.01,299819.88,133.848589
511.08,299817.66,133.847598
511.08,299815.13,133.8464685
511.08,299812.56,133.8453212
511.1,299810.03,133.8441917
511.14,299807.47,133.8430488
511.18,299804.91,133.841906
511.23,299802.34,133.8407586
511.27,299799.78,133.8396158
511.34,299797.22,133.8384729
511.39,299794.59,133.8372988
511.48,299792.09,133.8361827
511.53,299789.53,133.8350399
511.58,299786.97,133.833897
511.63,299784.41,133.8327542
511.67,299781.84,133.8316068
511.65,299779.28,133.830464
511.72,299776.72,133.8293211
511.72,299774.19,133.8281916
511.76,299771.16,133.826839
511.8,299768.63,133.8257095
511.83,299766.09,133.8245756
511.87,299763.56,133.8234461
511.92,299761,133.8223032
511.93,299758.22,133.8210622
511.91,299756.03,133.8200845
511.9,299753.5,133.818955
511.85,299750.97,133.8178255
511.84,299748.44,133.8166961
511.87,299748.44,133.8166961
511.93,299745.38,133.81533
511.96,299742.84,133.8141961
512.02,299740.34,133.81308
512.07,299737.88,133.8119818
512.07,299735.38,133.8108657
512.13,299732.53,133.8095934
512.15,299730.34,133.8086157
512.21,299727.84,133.8074996
512.24,299725.34,133.8063835
512.3,299722.44,133.8050889
512.33,299719.84,133.8039282
512.41,299717.28,133.8027853
512.51,299714.75,133.8016558
512.62,299712.22,133.8005264
512.62,299709.63,133.7993701
512.69,299707.16,133.7982674
512.73,299704.63,133.797138
512.77,299702,133.7959639
512.79,299699.5,133.7948478
512.88,299697.06,133.7937585
512.88,299694.56,133.7926424
512.93,299692.06,133.7915263
512.94,299689.63,133.7904415
513,299687.16,133.7893388
512.97,299684.72,133.7882495
512.95,299682.28,133.7871603
512.95,299679.88,133.7860888
512.88,299677.41,133.7849861
512.84,299674.78,133.783812
512.78,299672.72,133.7828924
512.73,299670.34,133.7818299
512.68,299668.03,133.7807986
512.66,299665.72,133.7797674
512.6,299663.41,133.7787361
512.52,299661.13,133.7777183
512.4,299658.84,133.7766959
512.4,299656.56,133.7756781
512.26,299654.19,133.77462
512.22,299651.97,133.773629
512.11,299649.16,133.7723745
512.01,299646.66,133.7712584
511.86,299644.47,133.7702807
511.8,299642.38,133.7693477
511.71,299640.06,133.768312
511.64,299637.72,133.7672673
511.54,299635.38,133.7662227
511.44,299633.03,133.7651736
511.33,299630.72,133.7641423
511.28,299628.38,133.7630977
511.2,299625.97,133.7620218
511.11,299623.69,133.7610039
510.97,299621.34,133.7599548
510.97,299619,133.7589102
510.91,299616.66,133.7578655
510.86,299614.31,133.7568164
510.79,299611.97,133.7557718
510.71,299609.63,133.7547271
510.59,299607.28,133.753678
510.55,299604.94,133.7526334
510.44,299602.31,133.7514593
510.39,299600.25,133.7505396
510.3,299597.91,133.749495
510.25,299595.56,133.7484459
510.19,299593.22,133.7474012
510.13,299590.88,133.7463566
510.04,299588.53,133.7453074
509.93,299586.19,133.7442628
509.77,299583.88,133.7432315
509.77,299581.53,133.7421824
509.69,299579.09,133.7410931
509.65,299576.88,133.7401065
509.53,299574.53,133.7390574
509.48,299572.22,133.7380262
509.34,299569.91,133.7369949
509.27,299567.56,133.7359458
509.21,299565.25,133.7349146
509.1,299562.91,133.7338699
509.03,299560,133.7325708
508.97,299557.34,133.7313833
508.85,299557.34,133.7313833
508.8,299554.47,133.730102
508.68,299552.19,133.7290842
508.62,299549.78,133.7280083
508.44,299547.56,133.7270172
508.44,299544.84,133.7258029
508.32,299542.44,133.7247315
508.27,299540.13,133.7237002
508.2,299537.75,133.7226377
508.15,299535.41,133.7215931
508.06,299533,133.7205172
508.01,299530.63,133.7194592
507.9,299528.25,133.7183966
507.86,299525.72,133.7172672
507.78,299523.16,133.7161243
507.72,299521.03,133.7151734
507.63,299518.56,133.7140707
507.62,299516.19,133.7130127
507.6,299513.75,133.7119234
507.56,299511.31,133.7108341
507.47,299508.84,133.7097314
507.47,299506.38,133.7086332
507.43,299503.91,133.7075305
507.43,299501.44,133.7064279
507.39,299498.88,133.705285
507.33,299496.19,133.7040841
507.28,299493.41,133.702843
507.24,299490.72,133.7016421
507.22,299488.56,133.7006778
507.2,299486.09,133.6995752
507.16,299483.63,133.6984769
507.12,299481.13,133.6973609
507.05,299478.63,133.6962448
507.04,299476.13,133.6951287
506.95,299473.63,133.6940126
506.95,299471.13,133.6928966
506.85,299468.31,133.6916376
506.85,299466.13,133.6906644
506.84,299463.63,133.6895483
506.86,299461.13,133.6884323
506.88,299458.63,133.6873162
506.86,299456.13,133.6862001
506.91,299453.63,133.685084
506.92,299451.13,133.683968
506.93,299448.66,133.6828653
506.95,299446.16,133.6817492
507,299443.16,133.6804099
507,299440.69,133.6793072
507.03,299438.16,133.6781778
507.04,299435.75,133.6771019
507.09,299433.31,133.6760126
507.08,299430.88,133.6749278
507.07,299428.41,133.6738251
507.07,299425.94,133.6727224
507.08,299423.47,133.6716197
507.1,299420.97,133.6705036
507.13,299417.94,133.669151
507.14,299415.41,133.6680215
507.26,299412.53,133.6667358
507.28,299410.28,133.6657313
507.34,299407.72,133.6645884
507.41,299405.13,133.6634322
507.47,299402.53,133.6622715
507.54,299399.94,133.6611152
507.65,299397.31,133.6599411
507.73,299394.72,133.6587848
507.85,299392.09,133.6576107
507.9,299389.47,133.6564411
508.12,299386.72,133.6552134
508.12,299383.91,133.6539589
508.28,299381.59,133.6529232
508.38,299379,133.651767
508.47,299376.38,133.6505973
508.58,299373.72,133.6494098
508.71,299371.09,133.6482357
508.81,299368.47,133.6470661
508.98,299365.84,133.645892
509.07,299363.22,133.6447223
509.19,299360.5,133.643508
509.29,299357.63,133.6422268
509.38,299355.34,133.6412044
509.49,299352.72,133.6400348
509.62,299350.13,133.6388785
509.67,299347.5,133.6377044
509.8,299344.88,133.6365348
509.8,299342.28,133.6353741
509.91,299339.72,133.6342312
509.96,299337.09,133.6330571
510.05,299334.56,133.6319276
510.1,299332.03,133.6307982
510.18,299329.5,133.6296687
510.24,299326.97,133.6285392
510.28,299324.47,133.6274231
510.31,299322,133.6263205
510.35,299319.5,133.6252044
510.38,299317.03,133.6241017
510.4,299314.5,133.6229722
510.39,299312.13,133.6219142
510.41,299309.72,133.6208383
510.39,299307.28,133.619749
510.45,299304.84,133.6186597
510.45,299302.47,133.6176017
510.45,299300.09,133.6165392
510.45,299297.72,133.6154811
510.44,299295.31,133.6144052
510.45,299292.72,133.613249
510.4,299292.72,133.613249
510.38,299290.16,133.6121061
510.31,299287.56,133.6109454
510.27,299285.53,133.6100392
510.25,299283.13,133.6089677
510.24,299280.78,133.6079186
510.16,299278.44,133.606874
510.12,299276.09,133.6058249
510.07,299273.78,133.6047936
510.02,299271.44,133.603749
509.94,299268.72,133.6025347
509.94,299266.75,133.6016552
509.88,299264.41,133.6006106
509.85,299261.84,133.5994632
509.82,299259.78,133.5985436
509.76,299257.38,133.5974722
509.73,299255.03,133.596423
509.66,299252.69,133.5953784
509.61,299250.34,133.5943293
509.56,299248,133.5932846
509.48,299245.31,133.5920837
509.41,299243.31,133.5911909
509.36,299240.94,133.5901328
509.3,299238.59,133.5890837
509.22,299236,133.5879275
509.17,299233.81,133.5869498
509.06,299231.38,133.585865
509.06,299229,133.5848025
509.01,299226.63,133.5837444
508.99,299224.25,133.5826819
508.9,299221.41,133.5814141
508.87,299219.09,133.5803783
508.85,299216.69,133.5793069
508.79,299214.34,133.5782578
508.75,299212.13,133.5772712
508.7,299209.91,133.5762801
508.57,299207.63,133.5752623
508.57,299205.22,133.5741864
508.47,299203.34,133.5733471
508.42,299201.19,133.5723873
508.33,299199.13,133.5714676
508.26,299197.06,133.5705435
508.16,299195.03,133.5696372
508.16,299193,133.568731
508.13,299191.03,133.5678515
508.09,299189.09,133.5669854
508.04,299187.16,133.5661238
507.98,299185.22,133.5652578
507.89,299183.16,133.5643381
507.86,299181.25,133.5634854
507.81,299179.69,133.562789
507.78,299177.81,133.5619497
507.76,299176.13,133.5611997
507.76,299174.38,133.5604185
507.75,299172.69,133.559664
507.75,299171.03,133.5589229
507.75,299169.38,133.5581863
507.75,299167.72,133.5574452
507.82,299166.06,133.5567042
507.82,299164.5,133.5560077
507.86,299162.91,133.5552979
507.9,299161.34,133.554597
507.87,299159.81,133.553914
507.88,299158.28,133.5532309
507.91,299156.72,133.5525345
507.92,299155.13,133.5518247
507.97,299153.81,133.5512354
507.99,299152.34,133.5505791
508.06,299150.88,133.5499274
508.08,299149.41,133.5492711
508.16,299147.94,133.5486149
508.22,299146.47,133.5479586
508.31,299145,133.5473024
508.34,299143.5,133.5466327
508.43,299141.88,133.5459095
508.43,299140.59,133.5453336
508.55,299139.13,133.5446818
508.6,299137.63,133.5440122
508.67,299136.19,133.5433693
508.7,299134.72,133.542713
508.87,299133.22,133.5420434
508.94,299131.75,133.5413872
509.04,299130.25,133.5407175
509.11,299128.72,133.5400345
509.24,299127.13,133.5393246
509.32,299125.81,133.5387354
509.43,299124.34,133.5380791
509.5,299122.84,133.5374095
509.66,299121.38,133.5367577
509.74,299119.88,133.536088
509.94,299118.38,133.5354184
509.94,299116.88,133.5347487
510.06,299115.38,133.5340791
510.15,299113.88,133.5334094
510.31,299112.34,133.5327219
510.41,299110.72,133.5319987
510.55,299109.19,133.5313157
510.67,299107.88,133.5307309
510.83,299106.34,133.5300434
510.97,299104.84,133.5293737
511.11,299103.34,133.5287041
511.21,299101.84,133.5280344
511.37,299100.31,133.5273514
511.48,299098.81,133.5266817
511.6,299097.31,133.5260121
511.68,299095.75,133.5253157
512.03,299094.13,133.5245925
512.03,299092.59,133.523905
512.15,299091.28,133.5233201
512.25,299089.75,133.5226371
512.43,299088.25,133.5219674
512.56,299086.72,133.5212844
512.77,299085.22,133.5206148
512.91,299083.69,133.5199317
513.13,299082.13,133.5192353
513.23,299080.5,133.5185076
513.4,299079.13,133.517896
513.48,299077.63,133.5172264
513.55,299076.06,133.5165255
513.6,299074.44,133.5158022
513.69,299072.66,133.5150076
513.73,299070.78,133.5141683
513.93,299068.94,133.5133469
513.93,299066.97,133.5124674
514,299064.97,133.5115746
514.07,299063,133.5106951
514.16,299060.75,133.5096906
514.27,299058.88,133.5088558
514.43,299056.63,133.5078513
514.5,299054.38,133.5068469
514.65,299052.13,133.5058424
514.69,299049.91,133.5048513
514.72,299047.66,133.5038469
514.73,299045.38,133.502829
514.76,299043,133.5017665
514.78,299040.66,133.5007218
514.79,299038.16,133.4996058
514.81,299035.56,133.4984451
514.85,299033.31,133.4974406
514.85,299030.84,133.4963379
514.88,299028.34,133.4952218
514.86,299025.84,133.4941058
514.91,299023.34,133.4929897
514.87,299020.72,133.49182
514.82,299018.22,133.490704
514.79,299015.66,133.4895611
514.79,299013.09,133.4884138
514.77,299010.44,133.4872307
514.76,299007.91,133.4861013
514.76,299005.28,133.4849272
514.72,299002.63,133.4837441
514.69,298999.91,133.4825298
514.59,298997.19,133.4813155
514.59,298994.44,133.4800878
514.62,298991.69,133.4788602
514.62,298988.94,133.4776325
514.66,298986.16,133.4763914
514.62,298983.38,133.4751503
514.66,298980.63,133.4739227
514.67,298977.84,133.4726771
514.73,298975.06,133.471436
514.8,298972.31,133.4702084
514.85,298969.56,133.4689807
514.86,298966.78,133.4677396
514.86,298964.06,133.4665253
514.89,298961.31,133.4652976
514.87,298958.56,133.4640699
514.87,298955.81,133.4628423
514.86,298952.63,133.4614226
514.79,298949.97,133.4602351
514.7,298947.25,133.4590208
514.7,298944.56,133.4578199
514.69,298941.88,133.4566235
514.69,298939.22,133.455436
514.68,298936.53,133.4542351
514.66,298933.88,133.453052
514.62,298931.22,133.4518645
514.56,298928.59,133.4506904
514.5,298925.94,133.4495074
514.51,298923.34,133.4483467
514.45,298920.75,133.4471904
514.39,298918.19,133.4460476
514.35,298915.63,133.4449047
514.28,298912.84,133.4436592
514.2,298910.56,133.4426413
514.12,298908.03,133.4415118
514.01,298905.53,133.4403958
514.01,298903.03,133.4392797
513.93,298900.53,133.4381636
513.85,298898.03,133.4370475
513.75,298895.53,133.4359315
513.67,298893.06,133.4348288
513.6,298890.53,133.4336993
513.51,298888,133.4325698
513.46,298885.34,133.4313823
513.42,298882.84,133.4302663
513.37,298880.25,133.42911
513.36,298877.63,133.4279404
513.35,298875,133.4267663
513.35,298872.34,133.4255787
513.38,298869.66,133.4243823
513.41,298866.97,133.4231814
513.53,298864.28,133.4219805
513.53,298861.56,133.4207662
513.57,298858.56,133.4194269
513.63,298856.09,133.4183243
513.69,298853.38,133.4171144
513.75,298850.63,133.4158868
513.81,298847.88,133.4146591
513.9,298845.09,133.4134135
513.96,298842.28,133.4121591
513.97,298839.59,133.4109582
514.05,298836.84,133.4097305
514.11,298834.09,133.4085028
514.16,298831.34,133.4072751
514.19,298828.59,133.4060474
514.23,298825.88,133.4048376
514.27,298823.13,133.4036099
514.35,298820.38,133.4023822
514.35,298817.63,133.4011546
514.39,298814.88,133.3999269
514.41,298812.06,133.3986679
514.45,298809.41,133.3974849
514.44,298806.63,133.3962438
514.47,298803.88,133.3950161
514.49,298801.13,133.3937885
514.53,298798.38,133.3925608
514.54,298795.63,133.3913331
514.63,298792.78,133.3900608
514.67,298790.09,133.3888599
514.72,298787.31,133.3876188
514.75,298784.25,133.3862527
514.83,298781.75,133.3851367
514.88,298778.97,133.3838956
514.99,298776.19,133.3826545
514.99,298773.44,133.3814268
515.08,298770.69,133.3801991
515.11,298767.94,133.3789715
515.17,298765.19,133.3777438
515.18,298762.28,133.3764447
515.17,298759.88,133.3753732
515.12,298757.19,133.3741723
515.13,298754.5,133.3729714
515.13,298751.84,133.3717839
515.16,298749.22,133.3706143
515.18,298746.59,133.3694402
515.18,298744,133.3682839
515.21,298741.41,133.3671277
515.1,298738.75,133.3659402
515.04,298736.03,133.3647259
514.97,298733.75,133.363708
514.97,298731.19,133.3625652
514.9,298728.66,133.3614357
514.89,298726.16,133.3603196
514.84,298723.63,133.3591901
514.81,298721.09,133.3580562
514.72,298718.56,133.3569267
514.7,298716.06,133.3558107
514.7,298713.47,133.3546544
514.64,298710.72,133.3534267
514.51,298708.44,133.3524089
514.46,298705.88,133.351266
514.39,298703.31,133.3501187
514.33,298700.72,133.3489624
514.34,298698.13,133.3478062
514.29,298695.56,133.3466589
514.27,298692.97,133.3455026
514.27,298690.38,133.3443463
514.2,298687.69,133.3431454
514.17,298685.13,133.3420026
514.15,298682.5,133.3408285
514.14,298679.88,133.3396588
514.18,298677.22,133.3384713
514.15,298674.59,133.3372972
514.16,298671.94,133.3361142
514.14,298669.28,133.3349267
514.16,298666.66,133.333757
514.19,298663.75,133.3324579
514.16,298661,133.3312302
514.17,298658.69,133.330199
514.2,298656.03,133.3290115
514.23,298653.41,133.3278418
514.29,298650.75,133.3266543
514.29,298648.13,133.3254847
514.26,298645.5,133.3243106
514.25,298642.84,133.3231231
514.23,298640.22,133.3219534
514.23,298637.56,133.3207659
514.21,298634.81,133.3195382
514.21,298631.94,133.318257
514.24,298629.5,133.3171677
514.27,298626.81,133.3159668
514.29,298624.09,133.3147525
514.33,298621.38,133.3135427
514.35,298618.66,133.3123284
514.38,298615.94,133.3111141
514.41,298613.25,133.3099132
514.41,298610.5,133.3086855
514.47,298607.25,133.3072346
514.47,298604.44,133.3059801
514.53,298601.5,133.3046676
514.57,298598.72,133.3034266
514.65,298596.34,133.3023641
514.7,298593.59,133.3011364
514.77,298590.91,133.29994
514.8,298588.19,133.2987257
514.84,298585.44,133.297498
514.9,298582.66,133.2962569
514.95,298579.88,133.2950158
515,298577.03,133.2937435
515.06,298574.03,133.2924042
515.09,298571.5,133.2912747
515.2,298568.69,133.2900203
515.29,298565.84,133.288748
515.49,298563.03,133.2874935
515.49,298560.19,133.2862256
515.56,298557.34,133.2849533
515.63,298554.53,133.2836988
515.73,298551.69,133.282431
515.78,298548.81,133.2811452
515.91,298545.91,133.2798506
515.96,298543.13,133.2786095
516.09,298540.25,133.2773238
516.14,298537.38,133.2760426
516.22,298534.5,133.2747568
516.28,298531.69,133.2735024
516.35,298528.84,133.27223
516.39,298526.06,133.270989
516.49,298523.25,133.2697345
516.52,298520.44,133.26848
516.56,298517.5,133.2671675
516.56,298515.03,133.2660648
516.59,298512.31,133.2648506
516.61,298509.63,133.2636541
516.61,298506.97,133.2624666
516.64,298504.28,133.2612657
516.65,298501.63,133.2600827
516.64,298499,133.2589086
516.63,298496.34,133.2577211
516.61,298493.63,133.2565112
516.56,298490.78,133.2552389
516.55,298488.38,133.2541675
516.52,298485.75,133.2529934
516.52,298483.13,133.2518237
516.5,298480.5,133.2506496
516.49,298477.88,133.24948
516.41,298475.22,133.2482925
516.41,298472.59,133.2471184
516.36,298469.97,133.2459487
516.35,298467.19,133.2447076
516.33,298464.63,133.2435648
516.3,298462.06,133.2424174
516.26,298459.31,133.2411898
516.24,298456.72,133.2400335
516.19,298454,133.2388192
516.16,298451.28,133.2376049
516.2,298448.56,133.2363906
516.2,298445.84,133.2351764
516.23,298443.03,133.2339219
516.21,298440.13,133.2326272
516.24,298437.28,133.2313549
516.27,298434.91,133.2302969
516.31,298432.19,133.2290826
516.31,298429.44,133.2278549
516.39,298426.72,133.2266406
516.39,298424,133.2254263
516.42,298421.22,133.2241852
516.47,298418.31,133.2228861
516.55,298415.88,133.2218013
516.56,298413.19,133.2206004
516.58,298410.47,133.2193861
516.6,298407.78,133.2181852
516.67,298405.03,133.2169575
516.73,298402.34,133.2157566
516.78,298399.63,133.2145468
516.83,298396.91,133.2133325
516.88,298394.19,133.2121182
516.97,298391.13,133.2107522
517.07,298388.31,133.2094932
517.07,298385.94,133.2084352
517.1,298383.16,133.2071941
517.16,298380.41,133.2059664
517.25,298377.63,133.2047254
517.3,298374.84,133.2034798
517.37,298372.06,133.2022387
517.43,298369.31,133.2010111
517.54,298366.53,133.19977
517.6,298363.75,133.1985289
517.73,298360.91,133.1972611
517.78,298358.22,133.1960602
517.93,298355.44,133.1948191
518.02,298352.69,133.1935914
518.13,298349.91,133.1923503
518.24,298347.16,133.1911226
518.4,298344.41,133.189895
518.4,298341.63,133.1886539
518.5,298338.88,133.1874262
518.58,298336.09,133.1861807
518.68,298333.31,133.1849396
518.75,298330.56,133.1837119
518.9,298327.53,133.1823592
518.97,298325.06,133.1812565
519.07,298322.31,133.1800289
519.15,298319.56,133.1788012
519.22,298316.81,133.1775735
519.29,298314.09,133.1763592
519.39,298311.38,133.1751494
519.47,298308.63,133.1739217
519.54,298305.94,133.1727208
519.63,298303.22,133.1715065
519.72,298300.53,133.1703056
519.72,298297.56,133.1689797
519.77,298295.13,133.1678949
519.79,298292.44,133.166694
519.91,298289.78,133.1655065
519.95,298287.16,133.1643368
519.97,298284.5,133.1631493
519.98,298281.88,133.1619797
520.01,298279.28,133.160819
520.02,298276.69,133.1596627
520,298274.13,133.1585199
519.99,298271.34,133.1572743
519.94,298268.75,133.1561181
519.91,298266.56,133.1551404
519.89,298264.06,133.1540243
519.84,298261.56,133.1529082
519.68,298259.09,133.1518055
519.68,298256.66,133.1507207
519.58,298254.19,133.149618
519.5,298251.75,133.1485288
519.39,298249.25,133.1474127
519.31,298246.91,133.146368
519.23,298244.47,133.1452787
519.11,298242.06,133.1442028
518.9,298239.63,133.143118
518.76,298237.19,133.1420287
518.64,298234.72,133.140926
518.55,298232.25,133.1398234
518.38,298229.53,133.1386091
518.28,298227.31,133.137618
518.14,298224.84,133.1365153
518.08,298222.38,133.1354171
