FF1,FF2
4565.5,4610.92
4570.97,4595.29
4549.41,4566.86
4498.23,4464.66
4507.69,4517.49
4453.1,4441.33
4455.77,4418.66
4440.22,4420.72
4399.98,4412.82
4376.86,4395.74
4376.94,4372.75
4337.57,4345.1
4361.88,4360.24
4375.21,4349.46
4365.67,4402.78
4400.8,4422.12
4424.34,4460.79
4473.34,4442.85
4451.99,4448.24
4419.98,4435.04
4458.57,4459.1
4450.18,4420.06
4456.68,4454.37
4503.33,4456.35
4455.07,4434.71
4412.49,4419.4
4366.74,4430.3
4391.09,4425
4414.05,4408.17
4393.07,4372.5
4383.48,4397.35
4397.92,4377.68
4409.36,4405.17
4397.68,4403.36
4392.62,4419.48
4376.61,4360.53
4442.36,4405.21
4444.66,4496.17
4446.88,4450.51
4494.24,4445.9
4447.13,4465.56
4505.97,4493.54
4485.89,4524.56
4516.25,4499.84
4530.36,4588.54
4546.2,4556
4605.94,4564.64
4557.15,4577.88
4628.9,4588.7
4592.86,4618.7
4595.04,4603.23
4614.58,4632.19
4589.49,4572.04
4604.01,4614.46
4578.38,4606.11
4583.97,4594.75
4587.47,4569.9
4558.88,4575.33
4590.39,4533.94
4577.47,4613.72
4573.65,4574.47
4568.26,4584.96
4546.49,4554.39
4600.27,4574.26
4672.35,4639.8
4659.47,4663.34
4654.74,4669.1
4695.47,4655.48
4664.86,4670.25
4702.13,4711.02
4750.19,4707.15
4696.91,4701.19
4701.93,4689.17
4712.26,4647
4695.06,4700.82
4722.95,4694.48
4727.27,4716.49
4727.11,4714.07
4710.36,4708.72
4741.47,4720.98
4708.39,4713.94
4721.72,4702.63
4679.05,4698.1
4698.02,4676.79
4685.43,4719.91
4658.77,4668.89
4703.7,4708.92
4714.72,4692.3
4698.56,4712.42
4695.1,4690.86
4654.49,4659.92
4665.93,4610.55
4649.64,4645.11
4675.89,4677.45
4635.81,4643.51
4676.05,4622.11
4683.25,4682.72
4700.12,4717.44
4715.83,4731.84
4693.58,4665.23
4703.41,4761.46
4738.92,4725.92
4789.81,4753.81
4753.19,4768.09
4804.42,4766.48
4781.54,4751.22
4837.33,4809.27
4811.33,4874.52
4839.35,4817.25
4879.91,4837.17
4907.56,4898.47
5048.89,5094.06
5229.38,5180.71
5371.28,5312.98
5416.21,5333.51
5506.07,5474.3
5510.35,5432.96
5523.92,5434.23
5468.96,5466.98
5498.17,5412.26
5514.13,5398.27
5496.27,5438.63
5500.31,5450.03
5464.68,5378.11
5405.97,5328.49
5359.02,5316.97
5322.9,5237.12
5301.59,5264.76
5287.64,5228.43
5293.36,5197
5193.3,5128.79
5145.33,5172.89
5108.79,5097.97
5037.28,5050.37
5016.8,5017.5
5023.71,4978.61
4948.5,4934.34
4946.03,4927.39
4924.64,4973.1
4926.12,4937.23
4941.92,4923.94
4962.86,4962.94
4952.69,4903.65
4934.96,4946.85
4936.81,4936.9
4952.24,4950.64
4930.35,4958.29
4921.71,4924.76
4973.43,4899.37
4921.96,4964.05
4986.51,4941.83
4963.64,4982.73
4957.14,4979.15
4971.04,4950.47
4974.91,4960.88
4952,4977.55
5028.4,5007.42
5014.74,5027.41
5030.29,5016.92
5038.44,5067.07
5047.49,5030.37
5075.34,5079.37
5067.69,5020.17
5078.47,5040.91
5069.38,5044.44
5087.48,5019.1
5081.55,5026.34
5046.42,5065.84
5021.03,5039.3
5051.31,5007.83
5034.03,4959.61
4999.6,4975.69
4999.02,5001.7
4984.83,4984.66
4971.79,4958.99
4966.19,4963.89
4942.2,4914.64
4922.99,4921.63
4931.51,4921.96
4942.74,4986.43
4987.54,5001.65
5010.38,5003.79
4998.86,4952.61
5012.6,5002.11
4952.49,4943.77
4966.11,4944.84
4961.71,4916.16
4963.31,5009.55
4923.07,4903.41
4929.65,4944.06
4948.33,4985.16
4943.36,4966.35
4940.06,4934.35
4939.28,4949.77
4885.76,4863.83
4893.57,4888.1
4866.29,4902.62
4853.66,4865.31
4828.44,4824.16
4862.18,4813.14
4849.01,4810.42
4854.24,4809.68
4830.71,4850.29
4828.28,4854.36
4868.89,4818.69
4844.98,4817.21
4816.43,4843.17
4862.14,4814.13
4829.68,4824.54
4781.38,4746.57
4763.52,4773.15
4748.96,4723.69
4744.51,4772.2
4735.38,4712.42
4739.86,4761.92
4766.65,4724.6
4735.05,4779.81
4743.94,4798.45
4743.81,4736.04
4741.51,4744.1
4807.25,4787.71
4743.69,4748.91
4762.99,4718.59
4748.63,4742.25
4794.67,4798.78
4772.57,4785.78
4762.2,4761.79
4803.8,4800.67
4771.87,4792.57
4799.15,4776.03
4802.85,4746.82
4772.32,4769.49
4799.56,4791.33
4750.35,4748.38
4815.11,4813.59
4770.51,4773.07
4819.31,4835.6
4763.81,4793.1
4797.67,4815.98
4837.91,4878.56
4859.96,4830.21
4876.25,4849.34
4927.35,4915.91
4983.63,4911.55
5025.44,4995.32
5017.66,5004.99
5016.38,4979.77
5021.98,5001.78
4998.69,4967.26
5024.53,4982.73
5035.1,4987.09
4992.48,4932.08
4944.01,4911.26
4933.69,4892.21
4921.59,4900.36
4895.3,4874.98
4854.57,4863.09
4901.27,4881.02
4830.34,4771.75
4794.95,4808.86
4800.8,4809.81
4729.37,4780.55
4698.35,4664.45
4707.48,4633.14
4677.45,4643.22
4656.51,4652.97
4609.4,4603.64
4599.61,4635.81
4633.14,4583.89
4614.75,4593.31
4625.57,4623.55
4608.25,4652.43
4647.66,4610.88
4620.92,4619.85
4572.04,4613.76
4612.85,4623.88
4624.05,4629.48
4603.15,4644.49
4625.61,4629.97
4622.11,4632.93
4608.66,4621.17
4605.12,4624.5
4622.81,4612.24
4614.01,4605.74
4617.26,4661.4
4589.28,4560.19
4556,4616.06
4594.34,4633.22
4558.59,4570.11
4573.19,4569.74
4618.12,4612.44
4604.79,4616.48
4620.67,4622.65
4628.94,4664
4653.67,4643.3
4655.15,4626.64
4631.66,4624.46
4689.79,4649.31
4662.27,4634
4653.17,4693.17
4716.95,4682.55
4699.71,4695.55
4719.66,4708.47
4731.55,4707.15
4716.7,4722.54
4741.34,4732.66
4738.34,4713.49
4746.73,4691.77
4772.37,4725.75
4775.49,4735.38
4739,4742.29
4772.82,4780.96
4756.2,4754.39
4789.69,4760.72
4792.24,4802.69
4775.04,4771.79
4762.37,4769.9
4807.67,4757.23
4773.23,4780.18
4806.27,4754.67
4812.44,4800.71
4795.82,4804.05
4804.17,4803.72
4777.43,4801.29
4812.69,4817.17
4819.31,4778.82
4801.58,4800.8
4813.3,4804.17
4836.59,4856.01
4839.02,4790.06
4867.32,4824.37
4879.5,4855.35
4875.1,4842.27
4888.06,4894.85
4897.85,4882.59
4873.37,4877.65
4873.49,4842.47
4905.09,4907.6
4947.1,4885.8
4939.2,4924.88
4928.09,4913.32
4953.85,4947.84
4952.61,4930.31
4973.6,4991.86
4983.39,4967.55
4948.33,4972.44
4997.87,4937.14
4980.26,4983.55
4982.81,4984.13
4941.83,4963.1
5007.91,4934.35
4986.51,4954.18
4974.05,4953.56
5003.14,4998.12
5006.06,4942.57
4952.24,4961.01
4967.22,4966.72
5003.96,5005.03
4991.7,4979.03
4998.53,5013.05
4978.57,4959.85
4992.69,4973.1
4989.89,4985.77
4992.19,5000.42
4960.31,4973.68
4967.34,4986.02
4973.55,4948.33
4967.42,4966.4
4977.46,4977.38
4956.64,4927.43
4940.85,4959.36
4984.46,4985.12
4976.52,4997.66
4953.64,4959.44
4963.97,4922
5003.63,4984.62
4980.55,4958.54
4965,4929.16
4990.96,4965.33
4984,4976.31
4970.96,4944.26
5003.22,4954.88
4948.38,4977.79
4984.42,4964.63
4944.22,4953.64
5003.88,4985.44
4986.1,4982.73
5004.78,4947.47
4946.4,4967.96
4965.78,4992.69
5006.26,4966.48
4997.42,4978.7
4994.41,4963.15
4974.71,4983.8
4962.32,4952
4994.74,5006.43
5026.42,4916.82
4995.07,5009.23
5001.9,4920.97
5012.19,4994.74
4940.43,4946.24
4973.02,4932.37
4977.71,4928.83
4937.47,4953.11
4981.82,4936.53
4942,4920.44
4935,4918.05
4947.68,4893.53
4900.61,4901.43
4877.4,4901.18
4922.33,4872.8
4873.41,4835.19
4878.76,4857.9
4846.3,4836.26
4839.3,4819.35
4846.51,4839.72
4850.13,4815.52
4843.09,4815.03
4844.57,4839.47
4852.1,4814.74
4922.7,4891.84
4911.55,4905.59
4954.55,4881.27
4923.11,4848.93
4975.9,4950.88
4970.39,4920.69
4993.22,4918.13
4985.98,4954.55
4995.57,4943.44
4955.08,4995.32
4978.08,4967.51
4993.02,4991.99
4954.88,4931.05
5002.56,4968
4994.25,4937.18
4946.61,5012.43
5003.55,5001.98
5001.49,4938.87
4955.62,4914.6
4901.55,4910.15
4877.32,4871.07
4919.53,4906.29
4923.28,4889.87
4944.71,4890.82
4931.96,4900.48
4881.19,4874.11
4935,4912.09
4925.46,4908.67
4917.35,4910.61
4901.88,4903.24
4849.39,4904.48
4907.44,4839.84
4889.42,4912.21
4843.5,4872.51
4904.89,4834.94
4866.42,4883.45
4873.37,4826.72
4877.73,4859.22
4885.22,4895.55
4940.19,4881.93
4933.11,4922.99
4930.77,4918.38
4906.57,4891.6
4946.28,4924.51
4940.35,4898.59
4943.23,4948.99
4926.69,4908.67
4925.99,4902.01
4933.07,4928.13
4970.72,4924.8
4969.32,4930.72
4949.94,4910.07
4950.14,4954.01
4944.63,4875.47
4909.74,4879.87
4911.72,4881.6
4899.21,4858.64
4889.66,4873.12
4859.51,4857.16
4882.59,4914.76
4891.06,4828.11
4886.04,4842.68
4896.33,4858.23
4874.36,4863.13
4897.73,4876.29
4901.97,4879.87
4882.18,4850.58
4893.28,4846.59
4869.67,4882.92
4884.81,4893.78
4896.99,4889.83
4918.34,4876.42
4909.58,4853.54
4913.16,4893.37
4903.41,4861.73
4912.17,4916
4833.79,4813.88
4827.09,4834.49
4819.31,4845.64
4837.33,4826.88
4800.67,4821.86
4763.36,4791.09
4794.95,4734.84
4749.7,4738.42
4743.77,4740.48
4748.09,4757.68
4755.21,4714.97
4723.41,4760.27
4719.58,4737.6
4746.82,4682.88
4721.43,4722.01
4734.8,4730.85
4738.42,4689.92
4703,4663.38
4713.61,4719.83
4710.73,4671.94
4717.56,4711.68
4662.39,4684.2
4664.53,4691.36
4689.75,4653.34
4697.32,4678.72
4678.15,4657.04
4661.07,4647.25
4678.93,4685.43
4646.76,4673.66
4686.17,4651.78
4684.53,4610.18
4687.41,4638.28
4692.92,4659.68
4724.8,4698.39
4710.69,4731.84
4726,4709.21
4717.93,4724.27
4776.32,4738.09
4753.98,4721.84
4790.02,4761.96
4754.63,4774.05
4801.04,4796.89
4770.51,4771.83
4835.11,4830.99
4825.44,4871.93
4879.46,4836.42
4860.37,4812.85
4816.84,4859.79
4862.67,4808.53
4861.19,4849.18
4848.44,4868.56
4874.77,4859.26
4851.61,4880.24
4873.62,4883.82
4859.55,4872.88
4810.55,4875.1
4779.28,4785.08
4785.78,4799.64
4764.22,4779.4
4785.94,4756.24
4762.62,4762.37
4752.91,4799.56
4737.76,4770.84
4782.03,4731.18
4803.76,4738.42
4775.2,4817.79
4787.59,4790.35
4853.13,4830.83
4834.57,4818.69
4824.66,4785.04
4837.82,4799.36
4826.3,4799.56
4818.94,4823.67
4813.3,4807.05
4819.06,4817.58
4818.98,4836.26
4786.72,4742.54
4754.43,4748.83
4803.96,4776.44
4738.5,4752.99
4736.78,4721.8
4735.17,4709.46
4696.54,4724.64
4740.32,4719.7
4719.25,4703.95
4726.74,4736.49
4744.27,4729.91
4750.52,4720.48
4775.2,4783.76
4796.02,4778.99
4805.4,4793.72
4796.68,4790.18
4814.78,4794.01
4751.01,4806.8
4725.42,4721.84
4702.13,4694.4
4713.98,4722.17
4704.77,4709.79
4652.11,4662.56
4706.37,4658.93
4733.36,4708.22
4745.75,4759.69
4727.15,4746.16
4785.9,4716.78
4787.75,4741.47
4725.96,4696.58
4770.43,4734.51
4727.89,4724.27
4725.83,4741.71
4747.64,4768.95
4749.86,4768.58
4709.42,4708.06
4762.2,4725.54
4738.83,4744.51
4730.77,4719.74
4728.38,4722.87
4740.23,4719.33
4727.23,4774.05
4731.35,4720.73
4777.55,4795.28
4845.19,4805.24
4855.93,4888.02
4829.27,4780.92
4831.32,4851.81
4858.48,4843.79
4884.89,4849.84
4843.21,4848.85
4828.48,4839.8
4891.31,4845.06
4841.86,4860.21
4833.75,4873.21
4812.93,4817.25
4822.07,4807.3
4814.83,4779.81
4824.58,4816.27
4799.68,4841.28
4818.53,4778.08
4799.23,4787.59
4779.81,4787.96
4797.92,4794.09
4815.65,4781.91
4817.01,4798.74
4806.88,4802.44
4775.37,4794.71
4738.71,4741.71
4730.36,4711.68
4750.81,4742.13
4712.75,4756.28
4739.53,4710.36
4704.52,4721.72
4705.76,4711.19
4752.49,4706.87
4722.13,4714.81
4742.54,4718.55
4717.4,4731.02
4718.67,4726.82
4755.95,4718.92
4741.76,4712.91
4738.63,4753.11
4794.38,4741.3
4754.06,4745.91
4771.13,4756.85
4803.02,4785.16
4755.37,4784.5
4810.79,4795.04
4815.32,4781.62
4772.12,4803.47
4798.7,4760.52
4811.53,4768.13
4834.37,4824.58
4812.4,4801.62
4803.84,4797.26
4827.7,4780.39
4830.17,4800.88
4836.55,4811.66
4829.92,4764.92
4793.68,4802.69
4773.56,4780.06
4767.68,4757.76
4795.73,4799.03
4813.18,4800.18
4884.64,4813.38
4842.02,4878.47
4891.35,4864.11
4918.96,4893.53
4928.17,4893.53
5003.01,4985.77
5024.12,5011.12
5093.69,5044.73
5110.64,5085.67
5131.46,5067.81
5116.2,5097.72
5146.97,5177.83
5176.35,5115.42
5189.6,5171
5204.82,5131.54
5171.29,5191.49
5205.89,5160.96
5209.76,5153.88
5176.51,5173.63
5193.59,5150.02
5168.45,5180.5
5188.85,5166.72
5178.86,5158.78
5220.54,5143.89
5142.4,5114.92
5134.79,5176.1
5109.9,5103.57
5122.2,5112.04
5077.36,5095.38
5137.3,5115.87
5120.48,5086.25
5034.16,5080.32
5070.98,5034.2
5063.95,5007.46
5015.81,5014.29
5004.62,5014
5004.04,4983.39
4996.02,4948.91
4939.08,4953.64
4954.38,4939.2
4926.2,4979.77
4955.99,4973.1
4932.04,4901.14
4934.51,4915.75
4911.76,4933.69
4901.35,4918.71
4900.53,4910.15
4906.82,4898.63
4931.05,4938.71
4911.72,4887.15
4923.81,4904.93
4858.19,4882.67
4891.23,4844.82
4903.73,4914.35
4913.12,4902.38
4956.64,4866.21
4916.65,4904.56
4926.2,4894.6
4905.96,4895.55
4967.26,4899.54
4934.8,4992.77
4932.37,4910.65
4928.34,4943.15
4937.92,4873.37
4951.01,4918.26
4964.01,4866.42
4922.5,4903.82
4959.32,4919
4948.7,4924.64
4926.16,4897.11
4923.11,4922.66
4915.75,4946.44
4934.67,4903.08
4927.64,4911.8
4940.85,4899.62
4972.44,4952.16
4916.24,4912.29
4933.97,4911.22
4924.64,4910.56
4936.2,4976.72
4966.02,4930.89
4981.91,4939.53
4964.83,4979.36
4968.25,4908.01
4954.92,4932.04
4986.88,4939.2
4953.6,4986.76
4933.85,4984.05
4938.42,4938.58
4987.3,4955.9
4980.22,4970.39
4988.82,4910.69
4937.6,4938.21
4942.2,4938.05
4969.65,4929.37
4948.5,4917.44
4944.01,4876.66
4952.57,4978.53
4955,4912.33
4939.28,4906.16
4966.19,4894.56
4963.27,4904.48
4949.32,4954.96
4947.51,4906.41
4951.13,4929.24
4899.04,4927.1
4951.71,4947.22
4964.42,4949.49
4957.63,4927.27
4963.64,4956.81
4931.92,4918.13
4932.25,4905.54
4956.48,4906.29
5006.06,4945.54
4932.78,4884.69
4994.08,4923.61
4947.02,4921.26
4935,4912.5
4939.61,4899.83
4969.32,4923.57
4929.74,4881.68
4980.84,4917.56
4985.94,4913.03
4942.08,4899.29
4925.83,4934.92
4905.42,4908.26
4899.04,4833.59
4903.36,4900.61
4862.96,4900.94
4835.36,4876.75
4856.5,4847.53
4836.42,4886.7
4829.97,4839.39
4826.72,4808.49
4801.41,4796.6
4801.7,4798.33
4795.86,4810.01
4817.46,4802.03
4780.51,4804.38
4751.67,4785.9
4786.77,4777.76
4812.64,4817.46
4760.06,4813.18
4759.41,4796.93
4763.19,4759.57
4766.03,4731.14
4757.02,4791.17
4702.79,4710.24
4747.19,4756.28
4722.5,4759.57
4749.33,4730.36
4713.49,4740.36
4719,4749.53
4702.05,4703.04
4723.94,4712.58
4720.57,4671.52
4729.04,4718.39
4699.83,4704.77
4698.43,4668.23
4655.64,4578.17
4545.63,4545.87
4515.22,4483.58
4432.81,4388.01
4374.35,4374.47
4323.37,4292.02
4231.87,4231.17
4202,4210.93
4122.6,4143.79
4105.32,4118.15
4044.34,4018.92
3971.68,3957.45
3932.64,3911.37
3880.68,3881.38
3829.95,3819.62
3790.24,3747.79
3720.92,3712.69
3695.2,3698.99
3629.62,3628.18
3578.73,3609.92
3548,3572.31
3493.11,3521.75
3444.11,3461.1
3383.34,3417.57
3381,3419.59
3332.57,3373.92
3267.57,3305.21
3235.97,3281.6
3179.15,3240.21
3178,3076.66
3138.62,3019.68
3140.11,3165.98
3149.57,3199.52
3146.69,3214.53
3149.28,3210.75
3148,3185.53
3180.47,3167.3
3156.89,3229.3
3173.35,3214.16
3207.7,3245.43
3188.37,3249.05
3270.32,3309.7
3250.7,3277.32
3211.41,3306.94
3252.18,3295.34
3237.98,3302.41
3254.52,3299.16
3262.46,3314.34
3255.51,3315.99
3299.62,3321.55
3275.55,3309.45
3279.42,3337.01
3296.53,3311.55
3267.98,3312.25
3278.02,3299.33
3288.55,3450.53
3280.07,3391.53
3315.21,3337.63
3284.97,3338.99
3311.34,3377.5
3318.13,3354.95
3313.48,3350.59
3318.58,3349.36
3308.21,3344.83
3329.2,3366.02
3343.84,3360.47
3320.56,3369.19
3338.37,3406.83
3330.8,3394.33
3348.82,3363.02
3351.66,3395.64
3323.48,3385.97
3350.22,3402.8
3326.56,3370.75
3349.19,3386.67
3325.25,3396.88
3317.84,3419.79
3341.17,3426.67
3370.18,3389.64
3367.21,3354.38
3312.82,3371.95
3370.09,3378.65
3342.12,3413.29
3373.51,3409.59
3341.29,3387.62
3378.86,3422.84
3345.98,3408.56
3347.51,3406.09
3375.15,3412.72
3368.2,3400.09
3388.65,3417.2
3351.54,3406.83
3351.04,3431.4
3367.09,3424.24
3381.45,3434.15
3349.89,3413.62
3347.63,3428.19
3386.22,3428.39
3392.27,3425.51
3388.4,3426.17
3388.07,3383.26
3380.21,3416.01
3366.02,3437.16
3380.01,3430.24
3385.81,3432.26
3385.32,3429.42
3381.24,3433.21
3376.1,3421.97
3399.59,3438.97
3390.62,3455.22
3390.87,3438.97
3409.3,3440.16
3377.71,3429.38
3407.86,3436.42
3412.84,3446.37
3409.76,3438.39
3375.61,3428.72
3390.67,3425.23
3407.66,3434.85
3387.54,3433.95
3393.5,3452.3
3403.67,3434.15
3434.11,3411.2
3384.91,3440.2
3381.28,3434.11
3335.62,3366.88
3183.68,3224.53
3110.19,3055.6
3179.52,3106.61
3312.7,3421.65
3516.32,3689.94
3752.97,3939.22
3853.32,3961.93
4036.98,3962.39
4075.24,4129.43
4212.49,4254.95
4377.85,4352.63
4391.01,4439.48
4463.22,4470.17
4487.99,4485.27
4562.54,4565.42
4604.01,4585.49
4573.32,4556.32
4632.73,4630.26
4625.36,4626.68
4678.4,4680.7
4865.68,4925.66
5088.8,5161.12
5316.85,5319.24
5449,5417.65
5477.51,5389.92
5540.26,5459.16
5516.02,5390.04
5460.15,5448.1
5473.28,5485.74
5391.69,5390.91
5423.86,5327.51
5350.71,5274.68
5328.08,5295.25
5308.62,5272.46
5322.9,5267.07
5255.18,5178.65
5232.14,5236.25
5261.6,5229.34
5235.39,5222.59
5274.93,5158.41
5272.62,5224.53
5219.34,5247.28
5246.58,5173.71
5254.07,5193.79
5203.95,5154.09
5212.43,5174.7
5203.91,5145.2
5152.81,5136.11
5151.17,5106.73
5183.79,5136.48
5155.94,5104.27
5129.86,5099.33
5147.79,5135.53
5162.77,5132.74
5165.94,5186.76
5158.08,5151.7
5192.15,5177.33
5175.28,5167.42
5196.75,5194.2
5219.79,5168.65
5226.38,5202.97
5214.03,5178.98
5155.12,5176.64
5139.65,5063.53
5119.04,5078.26
5125.17,5153.8
5103.28,5055.1
5066.58,5045.35
5080.2,5076.16
5080.44,5027.86
5076.33,5096.12
5102.62,5040.74
5103.11,5098.79
5097.31,5060.49
5133.35,5116.2
5105.62,5038.93
5135.7,5134.55
5119.82,5106.82
5175.48,5178.82
5150.18,5116.4
5169.39,5126.89
5190.91,5173.3
5188.11,5142.28
5171.82,5154.62
5192.1,5130.35
5177.17,5127.55
5174.29,5115.7
5156.11,5112.99
5164.95,5161.66
5164.75,5140.72
5139.03,5126.15
5144.67,5173.55
5181.28,5142.45
5154.21,5154.75
5142.86,5133.02
5155.86,5161.58
5167.79,5159.31
5148.58,5150.51
5163.47,5206.55
5215.47,5186.06
5224.24,5185.48
5247.98,5184.33
5235.35,5219.14
5224.73,5226.01
5291.05,5269.66
5233.21,5213.21
5232.96,5215.84
5272.46,5260.03
5246.46,5241.72
5263.32,5219.09
5244.73,5214.77
5241.02,5218.97
5246,5247.4
5308.29,5227.69
5311.42,5289.04
5290.64,5262.99
5337.71,5299.74
5354.41,5250.77
5345.69,5287.23
5361.86,5326.03
5345.2,5316.64
5382.02,5331.99
5337.3,5336.02
5387.82,5335.28
5406.83,5314.26
5402.8,5388.56
5385.72,5377.45
5426.08,5390.21
5453.81,5425.43
5477.47,5423.16
5498.08,5415.47
5442.29,5462.78
5455.95,5441.14
5489.9,5481.05
5463.4,5421.64
5464.84,5405.23
5484.26,5379.68
5481.5,5400.91
5460.97,5450.81
5485.41,5460.44
5468.83,5431.76
5500.22,5436.08
5466.16,5459.2
5488.25,5426.25
5460.77,5400.82
5478.21,5389.8
5478.91,5496.64
5444.31,5389.18
5457.52,5393.87
5451.63,5403.37
5488.13,5471.18
5488.58,5460.64
5538.16,5455.79
5516.72,5464.72
5530.79,5438.3
5509.15,5426.78
5536.72,5458.83
5477.14,5490.1
5491.91,5531.82
5512.4,5447.89
5533.76,5463.07
5528.2,5461.59
5505.82,5450.85
5527.21,5474.14
5518.45,5487.72
5497.26,5452
5528.49,5489.12
5524.62,5486.89
5502.03,5440.9
5521.29,5440.36
5481.54,5480.8
5506.56,5451.92
5516.35,5403.7
5507.01,5480.23
5526.64,5470.77
5510.06,5465.83
5513.14,5481.87
5481.01,5343.72
5223.83,5145.08
5177.09,5127.55
5145.9,5132.53
5147.51,5109.04
5114.35,5123.23
5135.7,5117.27
5084.52,5094.97
5060.57,5044.85
5022.97,5047.45
4999.1,4992.69
4992.03,4944.22
4934.39,4906.99
4918.92,4938.21
4899.13,4849.06
4873.21,4833.83
4807.87,4827.99
4810.46,4808.61
4769.16,4737.35
4755.62,4781.79
4762.66,4724.31
4680,4670.37
4686.38,4698.14
4712.71,4693.45
4678.81,4690.82
4714.97,4734.8
4679.42,4683.54
4749.57,4728.96
4811,4813.71
4876.83,4845.85
4872.71,4884.23
4926.98,4917.76
4962.4,4961.83
5024.78,4986.35
5030.21,5007
5038.6,5008.32
5050.94,5062.34
5071.23,5073.94
5072.26,5106.77
5047.9,5057.61
5075.09,5048.02
5105.66,5038.15
5064.56,5075.96
5076.45,4998.2
5080.81,5052.75
5050.82,5033.33
5060.9,5034.82
5074.81,5050.74
5052.1,5035.84
5061.56,5065.01
5105.75,5048.39
5075.88,5039.26
5052.88,5018.98
5033.79,5034.08
5014.99,4972.07
5032.06,4976.43
4978.86,5028.97
5015.81,5008.28
4971.54,4949.73
4991.33,5003.18
4980.1,4967.22
4943.85,4975.16
4934.51,4910.89
4804.99,4751.05
4743.44,4755.62
4691.31,4705.14
4598.46,4620.3
4535.59,4563.07
4472.48,4496.26
4448.41,4435.32
4383.85,4378.67
4328.15,4320.25
4280.01,4288.77
4233.44,4202.41
4163.82,4142.47
4136.34,4107.09
4067.42,4080.34
4038.13,3998.8
3970.45,3956.63
3917.17,3926.3
3844.8,3896.23
3829,3837.27
3771.77,3770.33
3696.27,3754.29
3658.22,3707.88
3631.68,3629.21
3601.48,3655.3
3537.63,3573.75
3499.24,3522.08
3468.92,3558.03
3510.02,3530.72
3494.67,3547.75
3503.52,3548.57
3497.47,3548.16
3501.01,3555.11
3504.43,3546.76
3505.21,3574.16
3510.76,3547.21
3523.97,3575.27
3501.42,3575.56
3539.03,3572.68
3525.08,3588.77
3532.9,3517.51
3140.85,3055.47
2855.19,2668.81
2609.2,2529.46
2368.88,2297.21
2087.84,2054.84
1751.82,1849.49
1629.17,1660.61
1609.51,1668.47
1752.4,1796.63
1720.22,1801.07
1700.68,1802.14
2460.43,2436.97
2522.43,2414.59
2035.38,2107.38
1932.07,2140.42
2205.87,2224.84
2134.53,2216.12
2145.35,2202.13
2153.09,2175.26
2137.04,2216.28
2133.75,2186.21
2149.51,2194.11
2142.56,2209.54
2145.93,2211.26
2151.4,2199.13
2123.34,2227.47
2149.92,2200.9
2155.1,2187.15
2159.84,2216.2
2134.04,2204.15
2147.57,2229.28
2318.77,2247.72
2549.09,2706.83
2347.45,2429.24
2325.93,2351.93
2388.75,2381.43
2369.62,2431.79
2359.01,2443.68
2361.64,2414.84
2348.6,2414.67
2370.03,2389.25
2356.62,2421.22
2353.41,2414.8
2372.71,2417.6
2376.53,2399.66
2370.53,2439.07
2371.39,2395.75
2365.96,2420.68
2364.85,2424.88
2374.6,2403.03
2379.17,2425.37
2374.6,2435.37
2372.71,2412.16
2343,2424.67
2366.74,2392.46
2399.04,2473.51
3119.57,3223.83
2769.78,2863.38
2693.33,2716.5
2741.64,2779.24
2765.38,2810.8
2724.93,2806.97
2575.01,2725.06
2476.1,2492.19
2458.7,2445.37
2215.95,2210.03
2061.38,2141.77
2208.3,2275.16
2186.62,2294.58
2056.2,2078.17
1827.36,1936.51
1564.33,1656.7
1631.19,1661.35
1715.29,1739.81
1439.59,1472.46
1331.47,1378.12
1251.98,1286.54
1147.52,1243.71
1131.39,1278.6
1172.41,1303.04
1196.68,1322.5
1188.49,1333.03
1213.18,1330.97
1210.96,1331.63
1203.39,1325.62
1206.8,1321.55
1202.69,1316.74
1208,1325.25
1208.86,1321.43
1195.73,1336.53
1207.83,1338.46
1214.78,1340.19
1212.11,1330.03
1194.21,1302.75
1168.83,1284.85
1153.07,1280.53
1183.15,1278.23
1170.23,1303.41
1165.66,1291.97
1176.77,1288.18
1175.16,1296.12
1179.65,1301.02
1158.34,1277.4
1168.21,1300.69
1172.37,1282.38
1165.74,1277.32
1168.7,1287.36
1160.64,1286.62
1172.98,1277.12
1148.67,1282.63
1168.75,1280.61
1159.08,1285.96
1184.79,1290.45
1352.78,1401.53
1240.29,1314.14
1380.67,1401.45
1907.84,1994.32
1609.67,1661.72
1529.61,1524.18
1571.49,1566.93
2286.93,2271.21
2631.91,2663.51
1895.95,2121.45
1893.15,2035.25
2086.15,2084.83
2110.01,2128.28
1893.6,2054.8
1779.02,1805.97
1812.22,1884.51
1922.07,1970.7
1918.7,1997.4
1891.95,1975.27
1885.58,1941.65
1846.82,1882.37
1843.24,1909.89
1872.78,1923.72
1875.79,1930.71
1867.1,1940.96
1864.27,1926.39
1860.19,1921.33
1856.28,1927.3
1872.62,1932.4
1863.2,1931
1867.23,1926.76
1869,1937.79
1883.6,1927.91
1853.57,1930.83
1850.36,1923.88
1860.4,1935.4
1870.4,1933.22
1884.34,1936.31
1865.05,1939.06
1861.71,1907.67
1870.6,1924.46
1864.27,1937.01
1876.81,1930.05
1866.82,1952.52
1863.11,1942.77
1876.77,1936.39
1866.36,1932.89
1869.33,1937.66
1878.46,1920.38
1862.99,1922.93
1879.2,1936.55
1860.93,1939.19
